STITCH,Gene
CID000000753,113612
CID000000753,4883
CID000000753,9374
CID000000753,10787
CID000000753,9179
CID000000753,8125
CID000000753,10681
CID000000753,64375
CID000000753,4090
CID000000753,81926
CID000000753,23590
CID000000753,1829
CID000000753,1828
CID000000753,79973
CID000000753,1825
CID000000753,1824
CID000000753,5742
CID000000753,1823
CID000000753,2147
CID000000753,119587
CID000000753,192670
CID000000753,90333
CID000000753,4974
CID000000753,10752
CID000000753,10753
CID000000753,53940
CID000000753,925
CID000000753,53942
CID000000753,5393
CID000000753,10531
CID000000753,10533
CID000000753,5396
CID000000753,5395
CID000000753,5394
CID000000753,90141
CID000000753,3276
CID000000753,283298
CID000000753,3273
CID000000753,58157
CID000000753,161882
CID000000753,9717
CID000000753,445582
CID000000753,22997
CID000000753,84288
CID000000753,836
CID000000753,285349
CID000000753,347527
CID000000753,7360
CID000000753,8886
CID000000753,22999
CID000000753,8883
CID000000753,90701
CID000000753,54839
CID000000753,54529
CID000000753,653308
CID000000753,10927
CID000000753,2934
CID000000753,84735
CID000000753,84513
CID000000753,84517
CID000000753,58489
CID000000753,10224
CID000000753,3310
CID000000753,3312
CID000000753,80854
CID000000753,9397
CID000000753,1728
CID000000753,121642
CID000000753,5244
CID000000753,5241
CID000000753,1723
CID000000753,5243
CID000000753,51573
CID000000753,6472
CID000000753,83887
CID000000753,7594
CID000000753,162979
CID000000753,9836
CID000000753,81889
CID000000753,60
CID000000753,222236
CID000000753,5608
CID000000753,7280
CID000000753,3000
CID000000753,80853
CID000000753,6474
CID000000753,8493
CID000000753,1588
CID000000753,79744
CID000000753,339327
CID000000753,26984
CID000000753,1583
CID000000753,26986
CID000000753,1581
CID000000753,1586
CID000000753,164312
CID000000753,1584
CID000000753,1585
CID000000753,89932
CID000000753,57016
CID000000753,284349
CID000000753,79183
CID000000753,5481
CID000000753,509
CID000000753,506
CID000000753,29934
CID000000753,57546
CID000000753,8496
CID000000753,1213
CID000000753,91464
CID000000753,634
CID000000753,635
CID000000753,729747
CID000000753,1215
CID000000753,23137
CID000000753,23135
CID000000753,348158
CID000000753,7484
CID000000753,161176
CID000000753,7481
CID000000753,7480
CID000000753,7483
CID000000753,59350
CID000000753,5654
CID000000753,5652
CID000000753,11069
CID000000753,687
CID000000753,143384
CID000000753,2898
CID000000753,4636
CID000000753,2897
CID000000753,2891
CID000000753,2890
CID000000753,2893
CID000000753,2892
CID000000753,23002
CID000000753,1455
CID000000753,1456
CID000000753,1457
CID000000753,1103
CID000000753,1101
CID000000753,79364
CID000000753,129607
CID000000753,79414
CID000000753,4086
CID000000753,3835
CID000000753,4089
CID000000753,653499
CID000000753,56891
CID000000753,259307
CID000000753,55628
CID000000753,257
CID000000753,148266
CID000000753,10320
CID000000753,11328
CID000000753,23224
CID000000753,3831
CID000000753,7571
CID000000753,7570
CID000000753,5728
CID000000753,7572
CID000000753,6419
CID000000753,338323
CID000000753,92369
CID000000753,7576
CID000000753,7579
CID000000753,5723
CID000000753,221458
CID000000753,55079
CID000000753,9812
CID000000753,340260
CID000000753,7776
CID000000753,7775
CID000000753,255252
CID000000753,7772
CID000000753,7771
CID000000753,7770
CID000000753,6906
CID000000753,155054
CID000000753,127343
CID000000753,286075
CID000000753,10243
CID000000753,93492
CID000000753,85441
CID000000753,6734
CID000000753,158038
CID000000753,8312
CID000000753,84215
CID000000753,81551
CID000000753,374928
CID000000753,192111
CID000000753,4926
CID000000753,1572
CID000000753,5837
CID000000753,5834
CID000000753,220074
CID000000753,345193
CID000000753,85444
CID000000753,5830
CID000000753,5831
CID000000753,11252
CID000000753,11253
CID000000753,64816
CID000000753,9928
CID000000753,221078
CID000000753,10880
CID000000753,51311
CID000000753,341208
CID000000753,9924
CID000000753,9925
CID000000753,51314
CID000000753,216
CID000000753,217
CID000000753,64782
CID000000753,340562
CID000000753,55500
CID000000753,218
CID000000753,219
CID000000753,79411
CID000000753,166793
CID000000753,162972
CID000000753,55693
CID000000753,55691
CID000000753,438
CID000000753,51175
CID000000753,51174
CID000000753,6649
CID000000753,51171
CID000000753,51170
CID000000753,11278
CID000000753,340075
CID000000753,9843
CID000000753,6642
CID000000753,6643
CID000000753,5902
CID000000753,5903
CID000000753,56521
CID000000753,5270
CID000000753,121340
CID000000753,3480
CID000000753,3483
CID000000753,57697
CID000000753,57120
CID000000753,57693
CID000000753,150465
CID000000753,148479
CID000000753,493869
CID000000753,54811
CID000000753,3643
CID000000753,100125288
CID000000753,6392
CID000000753,6390
CID000000753,26086
CID000000753,6397
CID000000753,1486
CID000000753,57232
CID000000753,64146
CID000000753,64147
CID000000753,64145
CID000000753,166647
CID000000753,5289
CID000000753,65220
CID000000753,10327
CID000000753,5019
CID000000753,4897
CID000000753,10073
CID000000753,4817
CID000000753,548596
CID000000753,81932
CID000000753,81930
CID000000753,9493
CID000000753,342132
CID000000753,401548
CID000000753,6262
CID000000753,6263
CID000000753,6261
CID000000753,1850
CID000000753,2806
CID000000753,1852
CID000000753,53938
CID000000753,2171
CID000000753,81029
CID000000753,4969
CID000000753,4968
CID000000753,5275
CID000000753,162417
CID000000753,100506164
CID000000753,81027
CID000000753,911
CID000000753,9543
CID000000753,913
CID000000753,912
CID000000753,9726
CID000000753,126375
CID000000753,9723
CID000000753,58478
CID000000753,5284
CID000000753,24137
CID000000753,10782
CID000000753,10781
CID000000753,64215
CID000000753,3265
CID000000753,10038
CID000000753,64211
CID000000753,5125
CID000000753,440077
CID000000753,7528
CID000000753,5122
CID000000753,24138
CID000000753,847
CID000000753,22982
CID000000753,7378
CID000000753,440279
CID000000753,147948
CID000000753,116039
CID000000753,22989
CID000000753,8893
CID000000753,7374
CID000000753,345462
CID000000753,1582
CID000000753,53335
CID000000753,53841
CID000000753,54829
CID000000753,54825
CID000000753,1580
CID000000753,29922
CID000000753,127731
CID000000753,22828
CID000000753,168374
CID000000753,84503
CID000000753,10376
CID000000753,9037
CID000000753,7018
CID000000753,100505591
CID000000753,51292
CID000000753,29094
CID000000753,399687
CID000000753,10257
CID000000753,7011
CID000000753,1739
CID000000753,1738
CID000000753,342357
CID000000753,51555
CID000000753,54793
CID000000753,5230
CID000000753,5232
CID000000753,100288562
CID000000753,54798
CID000000753,1737
CID000000753,1736
CID000000753,654254
CID000000753,123879
CID000000753,79068
CID000000753,84614
CID000000753,84617
CID000000753,123876
CID000000753,6788
CID000000753,29920
CID000000753,347240
CID000000753,1807
CID000000753,29895
CID000000753,653808
CID000000753,5833
CID000000753,29899
CID000000753,115426
CID000000753,1594
CID000000753,3073
CID000000753,3074
CID000000753,3075
CID000000753,1593
CID000000753,1592
CID000000753,3078
CID000000753,2950
CID000000753,91392
CID000000753,2952
CID000000753,2953
CID000000753,1025
CID000000753,5345
CID000000753,5347
CID000000753,27443
CID000000753,27440
CID000000753,7162
CID000000753,247
CID000000753,7161
CID000000753,7167
CID000000753,284346
CID000000753,3423
CID000000753,79178
CID000000753,100507290
CID000000753,79175
CID000000753,79177
CID000000753,501
CID000000753,83988
CID000000753,284406
CID000000753,604
CID000000753,79797
CID000000753,4361
CID000000753,284654
CID000000753,2737
CID000000753,284390
CID000000753,284391
CID000000753,1358
CID000000753,30819
CID000000753,30818
CID000000753,30815
CID000000753,30817
CID000000753,1808
CID000000753,5646
CID000000753,3104
CID000000753,11073
CID000000753,3106
CID000000753,3107
CID000000753,3101
CID000000753,86614
CID000000753,8673
CID000000753,347088
CID000000753,1116
CID000000753,1119
CID000000753,23036
CID000000753,23035
CID000000753,171017
CID000000753,10477
CID000000753,10
CID000000753,4093
CID000000753,4092
CID000000753,4091
CID000000753,23214
CID000000753,23213
CID000000753,7317
CID000000753,91975
CID000000753,23210
CID000000753,55191
CID000000753,3326
CID000000753,55192
CID000000753,5730
CID000000753,51780
CID000000753,11315
CID000000753,89845
CID000000753,26504
CID000000753,26505
CID000000753,26507
CID000000753,146691
CID000000753,7589
CID000000753,6520
CID000000753,51010
CID000000753,51011
CID000000753,7586
CID000000753,51545
CID000000753,51542
CID000000753,7581
CID000000753,51540
CID000000753,730087
CID000000753,10978
CID000000753,126755
CID000000753,89872
CID000000753,91373
CID000000753,7745
CID000000753,7748
CID000000753,126208
CID000000753,100423062
CID000000753,59352
CID000000753,374655
CID000000753,374654
CID000000753,2580
CID000000753,170394
CID000000753,378708
CID000000753,1006
CID000000753,7482
CID000000753,6723
CID000000753,6045
CID000000753,23361
CID000000753,9860
CID000000753,130589
CID000000753,8309
CID000000753,200933
CID000000753,11269
CID000000753,283383
CID000000753,51302
CID000000753,51303
CID000000753,115950
CID000000753,11261
CID000000753,4141
CID000000753,11266
CID000000753,4143
CID000000753,64848
CID000000753,8260
CID000000753,5238
CID000000753,84914
CID000000753,5592
CID000000753,56623
CID000000753,56624
CID000000753,113457
CID000000753,84627
CID000000753,124989
CID000000753,80724
CID000000753,10873
CID000000753,340665
CID000000753,58500
CID000000753,51163
CID000000753,51166
CID000000753,51167
CID000000753,51168
CID000000753,114770
CID000000753,25850
CID000000753,6652
CID000000753,253639
CID000000753,55227
CID000000753,51764
CID000000753,55224
CID000000753,10808
CID000000753,55312
CID000000753,57335
CID000000753,5914
CID000000753,5917
CID000000753,65977
CID000000753,3295
CID000000753,79883
CID000000753,57118
CID000000753,79885
CID000000753,79887
CID000000753,120227
CID000000753,57111
CID000000753,191
CID000000753,57116
CID000000753,100289678
CID000000753,10512
CID000000753,3672
CID000000753,3670
CID000000753,3671
CID000000753,4552
CID000000753,3674
CID000000753,653781
CID000000753,148268
CID000000753,83938
CID000000753,2548
CID000000753,54704
CID000000753,57592
CID000000753,57591
CID000000753,114609
CID000000753,27304
CID000000753,1105
CID000000753,27301
CID000000753,27300
CID000000753,57209
CID000000753,7155
CID000000753,26254
CID000000753,64174
CID000000753,64172
CID000000753,57575
CID000000753,10333
CID000000753,4157
CID000000753,57576
CID000000753,57571
CID000000753,9960
CID000000753,57573
CID000000753,3588
CID000000753,5009
CID000000753,9159
CID000000753,2766
CID000000753,9353
CID000000753,3676
CID000000753,146712
CID000000753,7903
CID000000753,9487
CID000000753,1849
CID000000753,6272
CID000000753,6274
CID000000753,904
CID000000753,1843
CID000000753,1842
CID000000753,1841
CID000000753,909
CID000000753,1847
CID000000753,1846
CID000000753,1845
CID000000753,1844
CID000000753,9559
CID000000753,4958
CID000000753,4953
CID000000753,2166
CID000000753,2160
CID000000753,2162
CID000000753,2617
CID000000753,54496
CID000000753,2615
CID000000753,122042
CID000000753,4626
CID000000753,345651
CID000000753,2618
CID000000753,3298
CID000000753,3299
CID000000753,7341
CID000000753,10794
CID000000753,10795
CID000000753,8869
CID000000753,3290
CID000000753,10791
CID000000753,10020
CID000000753,10021
CID000000753,255738
CID000000753,163688
CID000000753,22978
CID000000753,3454
CID000000753,22977
CID000000753,4087
CID000000753,163049
CID000000753,254173
CID000000753,54810
CID000000753,54816
CID000000753,54814
CID000000753,25902
CID000000753,112817
CID000000753,54674
CID000000753,360203
CID000000753,140883
CID000000753,5424
CID000000753,29089
CID000000753,9028
CID000000753,7001
CID000000753,57665
CID000000753,9027
CID000000753,7005
CID000000753,10247
CID000000753,29087
CID000000753,5229
CID000000753,5223
CID000000753,5226
CID000000753,5224
CID000000753,8936
CID000000753,23229
CID000000753,51710
CID000000753,29880
CID000000753,29883
CID000000753,81605
CID000000753,29886
CID000000753,29887
CID000000753,148254
CID000000753,171392
CID000000753,6891
CID000000753,7174
CID000000753,3067
CID000000753,6894
CID000000753,6897
CID000000753,222256
CID000000753,6898
CID000000753,2571
CID000000753,7179
CID000000753,5357
CID000000753,56341
CID000000753,1058
CID000000753,129025
CID000000753,221692
CID000000753,344807
CID000000753,388558
CID000000753,83990
CID000000753,157310
CID000000753,84436
CID000000753,115560
CID000000753,4311
CID000000753,79784
CID000000753,4314
CID000000753,79783
CID000000753,4318
CID000000753,7465
CID000000753,1272
CID000000753,100529261
CID000000753,164118
CID000000753,79788
CID000000753,79789
CID000000753,11044
CID000000753,8243
CID000000753,55577
CID000000753,284382
CID000000753,7574
CID000000753,113179
CID000000753,139735
CID000000753,1472
CID000000753,23029
CID000000753,1470
CID000000753,1471
CID000000753,80179
CID000000753,8647
CID000000753,8642
CID000000753,51005
CID000000753,23026
CID000000753,8641
CID000000753,8427
CID000000753,51004
CID000000753,2595
CID000000753,50484
CID000000753,145447
CID000000753,66002
CID000000753,80095
CID000000753,10881
CID000000753,5740
CID000000753,23592
CID000000753,5743
CID000000753,498
CID000000753,27044
CID000000753,1499
CID000000753,23598
CID000000753,4225
CID000000753,4221
CID000000753,3596
CID000000753,25
CID000000753,122553
CID000000753,7597
CID000000753,7596
CID000000753,6470
CID000000753,7593
CID000000753,6476
CID000000753,160760
CID000000753,7048
CID000000753,23114
CID000000753,152330
CID000000753,25824
CID000000753,25825
CID000000753,79230
CID000000753,7755
CID000000753,7773
CID000000753,126767
CID000000753,23119
CID000000753,25828
CID000000753,7752
CID000000753,221496
CID000000753,1069
CID000000753,3938
CID000000753,126410
CID000000753,474354
CID000000753,3936
CID000000753,5265
CID000000753,57404
CID000000753,131578
CID000000753,729540
CID000000753,9531
CID000000753,6718
CID000000753,7471
CID000000753,6717
CID000000753,6714
CID000000753,9530
CID000000753,6712
CID000000753,6713
CID000000753,6710
CID000000753,6711
CID000000753,55170
CID000000753,5261
CID000000753,51377
CID000000753,7694
CID000000753,148003
CID000000753,57834
CID000000753,5690
CID000000753,3845
CID000000753,5695
CID000000753,5699
CID000000753,377841
CID000000753,65012
CID000000753,4430
CID000000753,79033
CID000000753,353355
CID000000753,64768
CID000000753,55520
CID000000753,64763
CID000000753,641339
CID000000753,145264
CID000000753,200810
CID000000753,284443
CID000000753,6668
CID000000753,4040
CID000000753,51195
CID000000753,4048
CID000000753,6667
CID000000753,51193
CID000000753,51752
CID000000753,221656
CID000000753,221120
CID000000753,55239
CID000000753,5962
CID000000753,51200
CID000000753,2288
CID000000753,2289
CID000000753,79891
CID000000753,79896
CID000000753,9127
CID000000753,79894
CID000000753,3699
CID000000753,2280
CID000000753,2281
CID000000753,79898
CID000000753,1668
CID000000753,3669
CID000000753,2286
CID000000753,2287
CID000000753,4548
CID000000753,90957
CID000000753,4542
CID000000753,2572
CID000000753,135293
CID000000753,10905
CID000000753,116835
CID000000753,56344
CID000000753,8310
CID000000753,26225
CID000000753,10908
CID000000753,26227
CID000000753,64167
CID000000753,57567
CID000000753,2597
CID000000753,9125
CID000000753,9126
CID000000753,10308
CID000000753,5036
CID000000753,5037
CID000000753,5034
CID000000753,5033
CID000000753,10652
CID000000753,1877
CID000000753,146760
CID000000753,4820
CID000000753,64180
CID000000753,5158
CID000000753,6594
CID000000753,79943
CID000000753,9612
CID000000753,7915
CID000000753,594
CID000000753,976
CID000000753,4942
CID000000753,6597
CID000000753,6280
CID000000753,53918
CID000000753,183
CID000000753,26137
CID000000753,57107
CID000000753,57103
CID000000753,2110
CID000000753,80264
CID000000753,189
CID000000753,140838
CID000000753,57109
CID000000753,2623
CID000000753,158248
CID000000753,390245
CID000000753,2626
CID000000753,2627
CID000000753,2624
CID000000753,2625
CID000000753,90113
CID000000753,2629
CID000000753,4150
CID000000753,9583
CID000000753,8087
CID000000753,9584
CID000000753,10013
CID000000753,7358
CID000000753,9588
CID000000753,3284
CID000000753,3283
CID000000753,10016
CID000000753,137362
CID000000753,10014
CID000000753,54805
CID000000753,54807
CID000000753,2114
CID000000753,84749
CID000000753,118881
CID000000753,866
CID000000753,199704
CID000000753,4013
CID000000753,2026
CID000000753,2027
CID000000753,2020
CID000000753,2023
CID000000753,10497
CID000000753,125950
CID000000753,2028
CID000000753,163050
CID000000753,10490
CID000000753,883
CID000000753,344758
CID000000753,203523
CID000000753,344752
CID000000753,889
CID000000753,654346
CID000000753,5216
CID000000753,5217
CID000000753,5214
CID000000753,5213
CID000000753,5210
CID000000753,5211
CID000000753,57623
CID000000753,113802
CID000000753,9054
CID000000753,388963
CID000000753,51091
CID000000753,23284
CID000000753,80317
CID000000753,285588
CID000000753,3988
CID000000753,22890
CID000000753,22895
CID000000753,115399
CID000000753,728378
CID000000753,7100
CID000000753,2978
CID000000753,2979
CID000000753,72
CID000000753,71
CID000000753,70
CID000000753,3055
CID000000753,3053
CID000000753,3050
CID000000753,5362
CID000000753,9923
CID000000753,3029
CID000000753,5364
CID000000753,5365
CID000000753,1048
CID000000753,388569
CID000000753,146212
CID000000753,79153
CID000000753,388566
CID000000753,79154
CID000000753,147741
CID000000753,4306
CID000000753,669
CID000000753,375387
CID000000753,1267
CID000000753,116369
CID000000753,11051
CID000000753,8789
CID000000753,11056
CID000000753,30833
CID000000753,30832
CID000000753,8787
CID000000753,5100
CID000000753,5101
CID000000753,55856
CID000000753,3123
CID000000753,161742
CID000000753,196541
CID000000753,8658
CID000000753,148811
CID000000753,1469
CID000000753,5104
CID000000753,8653
CID000000753,126068
CID000000753,8654
CID000000753,1316
CID000000753,1312
CID000000753,23769
CID000000753,23767
CID000000753,221393
CID000000753,79442
CID000000753,221395
CID000000753,8736
CID000000753,6916
CID000000753,51567
CID000000753,4234
CID000000753,4233
CID000000753,6448
CID000000753,6449
CID000000753,5593
CID000000753,1017
CID000000753,5595
CID000000753,5594
CID000000753,5597
CID000000753,5599
CID000000753,89780
CID000000753,55644
CID000000753,7728
CID000000753,23163
CID000000753,3035
CID000000753,170685
CID000000753,23168
CID000000753,50814
CID000000753,7727
CID000000753,55083
CID000000753,4215
CID000000753,374899
CID000000753,318
CID000000753,55739
CID000000753,158067
CID000000753,55734
CID000000753,130367
CID000000753,316
CID000000753,11201
CID000000753,6708
CID000000753,8328
CID000000753,1804
CID000000753,114112
CID000000753,23300
CID000000753,23303
CID000000753,51699
CID000000753,342945
CID000000753,51360
CID000000753,4128
CID000000753,10015
CID000000753,4123
CID000000753,4121
CID000000753,4126
CID000000753,148206
CID000000753,55422
CID000000753,5689
CID000000753,26103
CID000000753,5685
CID000000753,2752
CID000000753,5686
CID000000753,5681
CID000000753,5682
CID000000753,55558
CID000000753,64759
CID000000753,55888
CID000000753,10498
CID000000753,55885
CID000000753,55884
CID000000753,23415
CID000000753,6674
CID000000753,23416
CID000000753,23411
CID000000753,6670
CID000000753,23413
CID000000753,81691
CID000000753,92935
CID000000753,93517
CID000000753,4056
CID000000753,27255
CID000000753,148103
CID000000753,27253
CID000000753,4051
CID000000753,27250
CID000000753,389898
CID000000753,51182
CID000000753,23549
CID000000753,130497
CID000000753,26301
CID000000753,27095
CID000000753,5978
CID000000753,27090
CID000000753,5972
CID000000753,10861
CID000000753,5976
CID000000753,6819
CID000000753,3612
CID000000753,3613
CID000000753,3614
CID000000753,3615
CID000000753,8514
CID000000753,116285
CID000000753,56992
CID000000753,60528
CID000000753,60529
CID000000753,142827
CID000000753,5770
CID000000753,116444
CID000000753,55959
CID000000753,23541
CID000000753,253461
CID000000753,4357
CID000000753,374879
CID000000753,55289
CID000000753,140739
CID000000753,10914
CID000000753,116844
CID000000753,348327
CID000000753,64403
CID000000753,57552
CID000000753,2585
CID000000753,2584
CID000000753,57556
CID000000753,64405
CID000000753,57554
CID000000753,7298
CID000000753,54989
CID000000753,5023
CID000000753,1612
CID000000753,10642
CID000000753,5024
CID000000753,2588
CID000000753,7705
CID000000753,3728
CID000000753,10953
CID000000753,146779
CID000000753,3725
CID000000753,3726
CID000000753,3727
CID000000753,4686
CID000000753,4685
CID000000753,53904
CID000000753,57486
CID000000753,6296
CID000000753,7701
CID000000753,969
CID000000753,4689
CID000000753,57171
CID000000753,55120
CID000000753,57172
CID000000753,128209
CID000000753,81856
CID000000753,6314
CID000000753,6051
CID000000753,6050
CID000000753,80270
CID000000753,403341
CID000000753,10005
CID000000753,10007
CID000000753,2639
CID000000753,5110
CID000000753,148581
CID000000753,1610
CID000000753,54475
CID000000753,5573
CID000000753,10472
CID000000753,54471
CID000000753,10009
CID000000753,2632
CID000000753,116064
CID000000753,5571
CID000000753,83698
CID000000753,34
CID000000753,387082
CID000000753,79841
CID000000753,84779
CID000000753,79842
CID000000753,440138
CID000000753,874
CID000000753,22950
CID000000753,3434
CID000000753,873
CID000000753,56978
CID000000753,56979
CID000000753,90987
CID000000753,79598
CID000000753,4848
CID000000753,4597
CID000000753,2747
CID000000753,2746
CID000000753,9
CID000000753,4846
CID000000753,4842
CID000000753,1244
CID000000753,890
CID000000753,113835
CID000000753,892
CID000000753,121227
CID000000753,84790
CID000000753,80896
CID000000753,10269
CID000000753,80895
CID000000753,146198
CID000000753,391365
CID000000753,10465
CID000000753,5207
CID000000753,10461
CID000000753,9043
CID000000753,5208
CID000000753,343069
CID000000753,9040
CID000000753,56108
CID000000753,10468
CID000000753,7321
CID000000753,100129842
CID000000753,142679
CID000000753,643836
CID000000753,202500
CID000000753,84330
CID000000753,3549
CID000000753,51074
CID000000753,1617
CID000000753,54905
CID000000753,10111
CID000000753,54902
CID000000753,768
CID000000753,11194
CID000000753,84893
CID000000753,11198
CID000000753,760
CID000000753,766
CID000000753,767
CID000000753,1786
CID000000753,7329
CID000000753,3049
CID000000753,3048
CID000000753,347365
CID000000753,3040
CID000000753,3043
CID000000753,3042
CID000000753,3045
CID000000753,3047
CID000000753,3046
CID000000753,115761
CID000000753,5378
CID000000753,4671
CID000000753,5375
CID000000753,7407
CID000000753,5373
CID000000753,5372
CID000000753,84220
CID000000753,286128
CID000000753,1675
CID000000753,23025
CID000000753,1670
CID000000753,1671
CID000000753,1672
CID000000753,115509
CID000000753,30820
CID000000753,4338
CID000000753,3801
CID000000753,670
CID000000753,78999
CID000000753,672
CID000000753,3135
CID000000753,29993
CID000000753,29994
CID000000753,138474
CID000000753,151649
CID000000753,344787
CID000000753,151313
CID000000753,100130742
CID000000753,64968
CID000000753,285676
CID000000753,6018
CID000000753,284273
CID000000753,1413
CID000000753,729857
CID000000753,27175
CID000000753,23770
CID000000753,4646
CID000000753,23774
CID000000753,4647
CID000000753,6451
CID000000753,51510
CID000000753,4644
CID000000753,284293
CID000000753,6900
CID000000753,9859
CID000000753,4200
CID000000753,606495
CID000000753,59269
CID000000753,6908
CID000000753,5568
CID000000753,5564
CID000000753,5566
CID000000753,5567
CID000000753,162993
CID000000753,100131187
CID000000753,195828
CID000000753,23173
CID000000753,23171
CID000000753,1520
CID000000753,25809
CID000000753,1523
CID000000753,7733
CID000000753,89887
CID000000753,7730
CID000000753,285643
CID000000753,221188
CID000000753,4635
CID000000753,3958
CID000000753,29068
CID000000753,3957
CID000000753,55723
CID000000753,136259
CID000000753,4650
CID000000753,23318
CID000000753,389114
CID000000753,11218
CID000000753,23316
CID000000753,55011
CID000000753,653509
CID000000753,220032
CID000000753,51427
CID000000753,114294
CID000000753,51351
CID000000753,51422
CID000000753,55432
CID000000753,339291
CID000000753,7423
CID000000753,55742
CID000000753,92235
CID000000753,57604
CID000000753,7428
CID000000753,199974
CID000000753,57462
CID000000753,266977
CID000000753,23404
CID000000753,23408
CID000000753,23409
CID000000753,4060
CID000000753,2971
CID000000753,5016
CID000000753,4064
CID000000753,4069
CID000000753,10858
CID000000753,10040
CID000000753,127435
CID000000753,51228
CID000000753,5781
CID000000753,57343
CID000000753,51222
CID000000753,51733
CID000000753,150209
CID000000753,27089
CID000000753,140690
CID000000753,3601
CID000000753,3600
CID000000753,7414
CID000000753,63978
CID000000753,63976
CID000000753,63977
CID000000753,7415
CID000000753,245972
CID000000753,5361
CID000000753,25799
CID000000753,25796
CID000000753,25797
CID000000753,7551
CID000000753,25793
CID000000753,158431
CID000000753,2990
CID000000753,27338
CID000000753,153642
CID000000753,93474
CID000000753,64748
CID000000753,7283
CID000000753,121274
CID000000753,9459
CID000000753,29103
CID000000753,7284
CID000000753,57544
CID000000753,5447
CID000000753,9104
CID000000753,57547
CID000000753,9450
CID000000753,9451
CID000000753,57010
CID000000753,9453
CID000000753,3735
CID000000753,1890
CID000000753,1891
CID000000753,1892
CID000000753,56105
CID000000753,90576
CID000000753,81931
CID000000753,57496
CID000000753,57497
CID000000753,79922
CID000000753,22913
CID000000753,955
CID000000753,954
CID000000753,957
CID000000753,956
CID000000753,81849
CID000000753,159119
CID000000753,85366
CID000000753,85365
CID000000753,2648
CID000000753,94039
CID000000753,5162
CID000000753,5163
CID000000753,5164
CID000000753,5165
CID000000753,5166
CID000000753,113220
CID000000753,54464
CID000000753,2645
CID000000753,2646
CID000000753,53944
CID000000753,4803
CID000000753,22943
CID000000753,353274
CID000000753,7753
CID000000753,56940
CID000000753,400713
CID000000753,163071
CID000000753,56944
CID000000753,222611
CID000000753,3421
CID000000753,2782
CID000000753,84765
CID000000753,3425
CID000000753,339977
CID000000753,90990
CID000000753,9699
CID000000753,3033
CID000000753,388567
CID000000753,84787
CID000000753,90780
CID000000753,10298
CID000000753,10295
CID000000753,6675
CID000000753,2788
CID000000753,116443
CID000000753,3297
CID000000753,10454
CID000000753,10105
CID000000753,10459
CID000000753,163255
CID000000753,155061
CID000000753,147837
CID000000753,728957
CID000000753,3558
CID000000753,80333
CID000000753,84309
CID000000753,8908
CID000000753,84307
CID000000753,54910
CID000000753,54737
CID000000753,84439
CID000000753,718
CID000000753,84435
CID000000753,5778
CID000000753,1796
CID000000753,54738
CID000000753,710
CID000000753,2073
CID000000753,3433
CID000000753,6843
CID000000753,3418
CID000000753,7125
CID000000753,6844
CID000000753,6845
CID000000753,347688
CID000000753,1068
CID000000753,79133
CID000000753,127002
CID000000753,10846
CID000000753,164633
CID000000753,5300
CID000000753,64919
CID000000753,1062
CID000000753,196883
CID000000753,654364
CID000000753,26018
CID000000753,84230
CID000000753,84231
CID000000753,1667
CID000000753,1666
CID000000753,1665
CID000000753,132946
CID000000753,1663
CID000000753,1662
CID000000753,1660
CID000000753,590
CID000000753,593
CID000000753,595
CID000000753,6595
CID000000753,1080
CID000000753,598
CID000000753,147015
CID000000753,4322
CID000000753,3141
CID000000753,54890
CID000000753,206338
CID000000753,9698
CID000000753,63874
CID000000753,2821
CID000000753,9831
CID000000753,7638
CID000000753,7639
CID000000753,8565
CID000000753,3381
CID000000753,7633
CID000000753,7634
CID000000753,8786
CID000000753,1409
CID000000753,1408
CID000000753,1400
CID000000753,1407
CID000000753,79042
CID000000753,79665
CID000000753,4217
CID000000753,92822
CID000000753,339416
CID000000753,11066
CID000000753,115209
CID000000753,445
CID000000753,7399
CID000000753,59271
CID000000753,9841
CID000000753,115196
CID000000753,59274
CID000000753,8128
CID000000753,23090
CID000000753,23093
CID000000753,5775
CID000000753,147657
CID000000753,1024
CID000000753,7707
CID000000753,7704
CID000000753,38
CID000000753,7702
CID000000753,7700
CID000000753,84295
CID000000753,5577
CID000000753,5576
CID000000753,31
CID000000753,30
CID000000753,37
CID000000753,36
CID000000753,35
CID000000753,7709
CID000000753,1537
CID000000753,25878
CID000000753,3090
CID000000753,642
CID000000753,3096
CID000000753,3097
CID000000753,3094
CID000000753,1937
CID000000753,3098
CID000000753,3099
CID000000753,23143
CID000000753,23142
CID000000753,114821
CID000000753,23327
CID000000753,23326
CID000000753,91801
CID000000753,84891
CID000000753,91807
CID000000753,84897
CID000000753,55713
CID000000753,331
CID000000753,330
CID000000753,51013
CID000000753,9317
CID000000753,11221
CID000000753,284307
CID000000753,9314
CID000000753,51341
CID000000753,64218
CID000000753,25903
CID000000753,66037
CID000000753,92595
CID000000753,3897
CID000000753,282618
CID000000753,1111
CID000000753,6613
CID000000753,6612
CID000000753,6611
CID000000753,116135
CID000000753,145258
CID000000753,147949
CID000000753,23438
CID000000753,2104
CID000000753,10840
CID000000753,10841
CID000000753,79705
CID000000753,55605
CID000000753,5957
CID000000753,4074
CID000000753,4077
CID000000753,3965
CID000000753,3963
CID000000753,3960
CID000000753,7372
CID000000753,51727
CID000000753,5798
CID000000753,63943
CID000000753,140685
CID000000753,55970
CID000000753,2335
